Date,Open,High,Low,Close,Volume
03/15/2023,"192.95","197.78","190.84","197.75","42,123,551"
03/14/2023,"187.58","194.32","186.56","194.02","41,642,633"
03/13/2023,"177.96","183.78","174.82","180.90","24,727,971"
03/10/2023,"181.01","184.77","178.80","179.51","25,665,029"
03/09/2023,"186.35","188.93","180.30","181.69","26,582,750"
03/08/2023,"182.87","185.26","181.34","184.97","19,432,410"
03/07/2023,"189.00","190.36","184.01","184.51","36,701,500"
03/06/2023,"188.00","189.66","184.64","184.90","33,209,391"
03/03/2023,"178.92","186.62","177.05","185.25","45,877,688"
03/02/2023,"172.38","175.01","171.43","174.53","17,360,711"
03/01/2023,"174.59","177.85","173.05","173.42","30,998,381"
02/28/2023,"171.90","177.55","171.87","174.94","46,051,121"
02/27/2023,"171.88","173.12","169.06","169.54","19,277,000"
02/24/2023,"168.64","170.72","167.66","170.39","19,791,330"
02/23/2023,"172.00","173.69","169.38","172.04","20,017,779"
02/22/2023,"171.07","172.76","169.69","171.12","22,433,160"
02/21/2023,"174.31","178.17","171.88","172.08","34,592,578"
02/17/2023,"170.22","173.18","169.70","172.88","24,171,260"
02/16/2023,"172.75","175.85","171.79","172.44","25,827,471"
02/15/2023,"176.42","178.19","175.33","177.16","25,337,971"
02/14/2023,"177.16","181.51","175.88","179.48","24,034,631"
02/13/2023,"178.22","181.00","175.82","179.43","31,463,221"
02/10/2023,"176.35","178.89","173.35","174.15","33,433,570"
02/09/2023,"186.13","186.65","177.27","177.92","37,118,809"
02/08/2023,"190.00","190.83","182.92","183.43","36,139,070"
02/07/2023,"185.58","193.78","184.40","191.62","47,080,660"
02/06/2023,"186.53","190.70","185.52","186.06","42,483,809"
02/03/2023,"183.47","196.77","182.89","186.53","76,809,695"
02/02/2023,"183.38","197.16","180.16","188.77","150,475,703"
02/01/2023,"148.03","153.58","147.06","153.12","55,661,020"
01/31/2023,"147.95","149.88","147.52","148.97","29,842,109"
01/30/2023,"149.41","151.12","146.95","147.06","28,040,100"
01/27/2023,"148.24","153.19","147.39","151.74","35,771,871"
01/26/2023,"144.40","147.51","143.30","147.30","25,482,080"
01/25/2023,"141.22","143.17","140.31","141.50","26,622,020"
01/24/2023,"141.69","145.00","141.36","143.14","21,970,189"
01/23/2023,"139.29","143.76","138.66","143.27","27,470,090"
01/20/2023,"135.89","139.94","134.61","139.37","28,688,631"
01/19/2023,"132.49","137.45","132.14","136.15","28,625,230"
01/18/2023,"135.81","137.25","132.80","133.02","20,215,490"
01/17/2023,"136.18","136.75","134.25","135.36","21,147,590"
01/13/2023,"134.97","137.39","134.84","136.98","22,423,840"
01/12/2023,"133.44","137.68","131.76","136.71","30,757,730"
01/11/2023,"130.96","133.85","130.34","132.89","25,423,051"
01/10/2023,"127.27","133.44","127.15","132.99","28,684,430"
